iter	Passed	Remaining
1531	99465	30384
1532	99522	30317
1533	99597	30255
1534	99652	30188
1535	99710	30120
1536	99766	30053
1537	99825	29986
1538	99913	29928
1539	100001	29870
1540	100088	29812
1541	100157	29748
1542	100198	29676
1543	100293	29620
1544	100432	29577
1545	100501	29513
1546	100559	29446
1547	100617	29379
1548	100675	29312
1549	100740	29247
1550	100814	29184
1551	100895	29124
1552	100955	29058
1553	101040	28998
1554	101100	28932
1555	101143	28860
1556	101169	28784
1557	101213	28713
1558	101264	28645
1559	101319	28577
1560	101367	28507
1561	101421	28439
1562	101476	28371
1563	101551	28309
1564	101598	28239
1565	101672	28177
1566	101726	28109
1567	101793	28045
1568	101847	27977
1569	101904	27910
1570	101966	27844
1571	102026	27778
1572	102090	27713
1573	102153	27647
1574	102216	27582
1575	102266	27513
1576	102325	27446
1577	102390	27382
1578	102459	27318
1579	102522	27252
1580	102579	27185
1581	102665	27126
1582	102732	27062
1583	102800	26998
1584	102863	26932
1585	102930	26868
1586	103011	26807
1587	103086	26745
1588	103131	26675
1589	103194	26609
1590	103237	26539
1591	103286	26470
1592	103341	26402
1593	103390	26334
1594	103466	26271
1595	103541	26209
1596	103594	26141
1597	103656	26076
1598	103722	26011
1599	103785	25946
1600	103828	25876
1601	103878	25807
1602	103960	25747
1603	104030	25683
1604	104100	25619
1605	104162	25554
1606	104270	25499
1607	104316	25430
1608	104396	25369
1609	104511	25316
1610	104569	25249
1611	104638	25186
1612	104715	25123
1613	104780	25059
1614	104822	24988
1615	104851	24915
1616	104890	24844
1617	104950	24778
1618	105008	24711
1619	105081	24648
1620	105146	24583
1621	105187	24513
1622	105234	24444
1623	105289	24377
1624	105349	24311
1625	105422	24248
1626	105487	24183
1627	105545	24117
1628	105600	24050
1629	105661	23984
1630	105757	23926
1631	105799	23856
1632	105867	23792
1633	105924	23726
1634	105988	23660
1635	106060	23597
1636	106107	23528
1637	106178	23465
1638	106279	23408
1639	106354	23346
1640	106400	23277
1641	106490	23217
1642	106565	23155
1643	106624	23088
1644	106690	23024
1645	106756	22959
1646	106824	22895
1647	106892	22831
1648	106971	22769
1649	107047	22707
1650	107108	22641
1651	107185	22579
1652	107256	22515
1653	107310	22448
1654	107385	22385
1655	107451	22320
1656	107514	22255
1657	107583	22191
1658	107701	22137
1659	107759	22071
1660	107832	22007
1661	107890	21941
1662	107971	21879
1663	108036	21815
1664	108117	21753
1665	108220	21695
1666	108292	21632
